name,artists,year,cluster
Not Tonight,"[""Lil' Kim""]",1996,0
Soup,['Blind Melon'],1996,2
El Perro Negro,['Grupo Exterminador'],1996,0
No Rompas,['Grupo Pegasso'],1996,0
If I Could Talk I'd Tell You,['The Lemonheads'],1996,2
Whoever You Are,['Geggy Tah'],1996,0
No Llores Mis Recuerdos,['Pancho Barraza'],1996,2
If You Were Here,['Thompson Twins'],1996,1
Femininity,"['Eric Benét', 'Kevin Davis']",1996,0
Beautiful Ones,['The London Suede'],1996,0
Dos Gardenias,"['Daniel Santos', 'La Sonora Matancera']",1996,0
3 In The Mornin',['UGK'],1996,1
La Rueda,['Frankie Ruiz'],1996,0
Word Iz Life,['Poor Righteous Teachers'],1996,0
Ramshackle,['Beck'],1996,1
Materia Primoris: The X-Files Theme (Main Title),['Mark Snow'],1996,1
I'm Gonna Live Till I Die,['Frank Sinatra'],1996,2
Me Miras y Te Miro,['Grupo Mania'],1996,0
Kissing You,['Faith Evans'],1996,1
House Keeper,['Men of Vizion'],1996,1
Por Qué No Me Escuchas,['Banda Cuisillos'],1996,1
Downtown,['Petula Clark'],1996,0
Ain't Talkin' 'Bout Love,['Van Halen'],1996,2
Sometimes,['Pearl Jam'],1996,1
Only When ur Lonely,['Ginuwine'],1996,0
The Bell Tower,['Alan Menken'],1996,1
"Cry, Cry",['Mazzy Star'],1996,1
Mi Amor No Lo Mereces,['Los Rieleros Del Norte'],1996,0
Special Lady,"['Ray, Goodman & Brown']",1996,1
Zimbabwe - Acoustic Version,['Sublime'],1996,1
Un Misil En Mi Placard - MTV Unplugged,['Soda Stereo'],1996,0
Born to Die,['Choking Victim'],1996,2
Forget the Flowers,['Wilco'],1996,2
Come See Me,['112'],1996,0
Get Up On a Room,['R. Kelly'],1996,1
Break The Glass,['The Suicide Machines'],1996,2
Does That Blue Moon Ever Shine On You,['Toby Keith'],1996,1
When I Rose This Morning,['Mississippi Mass Choir'],1996,2
Italian Leather Sofa,['Cake'],1996,2
Fo-Fi-Fo,['Pieces Of A Dream'],1996,0
I Can't Believe That You're In Love With Me,['Billie Holiday'],1996,1
One Step Ahead - Mono Mix,['Aretha Franklin'],1996,1
When I Need You,['Rod Stewart'],1996,1
Ode to My Car,['Adam Sandler'],1996,0
Alright - Remastered,['Jamiroquai'],1996,0
Fuck Tha Police,['N.W.A.'],1996,0
Sueña,['Luis Miguel'],1996,2
Pedazos De Crystal,['Grupo Mojado'],1996,0
Caught a Lite Sneeze - 2016 Remaster,['Tori Amos'],1996,0
E.T. (Extraterrestrial),['OutKast'],1996,1
Knee Deep - Deep As A Mutha Funker Remix,"['Funkadelic', 'Digital Underground']",1996,0
No Dejo De Amarte,['Los Temerarios'],1996,0
Rub It In,"[""Billy 'Crash' Craddock""]",1996,0
Angels Of The Silences,['Counting Crows'],1996,2
Sugar Water,['Cibo Matto'],1996,1
The Cowboy In The Continental Suit - Single Version,['Marty Robbins'],1996,0
Stars Over Texas,['Tracy Lawrence'],1996,1
Ladykillers,['Lush'],1996,2
Argue,['Matchbox Twenty'],1996,0
Hey Mr. DJ (Keep Playin' This Song),['Backstreet Boys'],1996,0
On My Knees,['Jaci Velasquez'],1996,1
Por ella,['Jorge Dominguez y su Grupo Super Class'],1996,0
Casi Perfecto,['Ana Cirré'],1996,1
The Outdoor Type,['The Lemonheads'],1996,1
Que Te Quieran Más Que Yo,['Ezequiel Peña'],1996,1
Decatur Psalm,['OutKast'],1996,0
Sin Medir Distancias,"['Diomedes Diaz', 'El Cocha Molina']",1996,0
Rock On,['David Essex'],1996,1
Nas Is Coming,['Nas'],1996,0
City 2 City,['B-Legit'],1996,0
"Funky Dope Lovin' (feat. Gerald Levert, Aaron Hall and Buddy Banks)","['Keith Sweat', 'Aaron Hall', 'Buddy Banks', 'Gerald Levert']",1996,0
Wasting My Hate,['Metallica'],1996,0
Ramblin' Man - Single Version,['Hank Williams'],1996,1
Radiation Vibe,['Fountains Of Wayne'],1996,0
Macarena - River Re-Mix,['Los Del Rio'],1996,0
Free - Mood II Swing Radio Edit,['Ultra Naté'],1997,0
Ya No Te Puedo Amar,['Grupo Galé'],1997,0
Fight Till You Die,['Pennywise'],1997,2
Lamberto Quintero,['Voces Del Rancho'],1997,0
Hellrazor,['2Pac'],1997,0
My Oh My,['Aqua'],1997,0
I Care About You,['Babyface'],1997,2
Little More Time with You,['James Taylor'],1997,1
Love Is All We Need,"['Mary J. Blige', 'Nas']",1997,0
Why Can't We Be Friends,['Smash Mouth'],1997,2
Shady Lane,['Pavement'],1997,1
Staring At The Sun,['U2'],1997,2
Door #1,['LSG'],1997,0
2-4-6-8 Motorway,['Tom Robinson Band'],1997,0
Falling In Love (Is Hard On The Knees),['Aerosmith'],1997,0
It Feels so Good,['Twista'],1997,0
Si Te Vas,['Marc Anthony'],1997,2
Up In Arms,['Foo Fighters'],1997,2
Hello It's Me,['Todd Rundgren'],1997,0
Platypus (I Hate You),['Green Day'],1997,2
Pity For A Dime,['Creed'],1997,2
Balm In Gilead,['Karen Clark Sheard'],1997,2
Been Around the World (feat. The Notorious B.I.G. & Mase),"['Diddy', 'The Notorious B.I.G.', 'Mase']",1997,0
Rivers of Babylon - Long Version,['The Melodians'],1997,0
Paroles paroles,"['Dalida', 'Alain Delon']",1997,1
100 Years,['Five For Fighting'],1997,1
Playa Hater - 2014 Remaster,['The Notorious B.I.G.'],1997,2
The Other Song,['Spirit'],1997,2
Time To Say Goodbye,"['Francesco Sartori', 'Lucio Quarantotto', 'Frank Peterson', 'Sarah Brightman', 'Andrea Bocelli']",1997,1
My Poor Brain,['Foo Fighters'],1997,2
Me And My Crazy World,['Lost Boyz'],1997,0
Let's Get Down,"['Tony! Toni! Toné!', 'DJ Quik']",1997,0
La Yegua Y El Corvet,['Grupo Exterminador'],1997,0
Doll,['Foo Fighters'],1997,1
Last Night's Letter,['K-Ci & JoJo'],1997,2
Angel,['Jimi Hendrix'],1997,2
Prisoner,['311'],1997,2
Merry Christmas Baby,['Hanson'],1997,0
Dime Que Me Quieres,"['La Combinación Vallenata', 'Los Diablitos', 'Jean Carlos Centeno']",1997,0
You Can Fly! You Can Fly! You Can Fly!,"['Bobby Driscoll', 'Kathryn Beaumont', 'Paul Collins', 'Tommy Luske', 'The Jud Conlon Chorus']",1997,1
Bonita,"['Germán Valdés ""Tin Tan""']",1997,1
Tres minutos,['Banda Machos'],1997,0
Dicen Que Soy Traficante,['El As De La Sierra'],1997,2
El Carretero,['Buena Vista Social Club'],1997,2
Spill The Wine,"['Eric Burdon', 'War']",1997,0
Sunburn,['Fuel'],1997,0
Yo Quisiera,"[""Oscar D'León""]",1997,0
More Than This,"['10,000 Maniacs']",1997,0
"Rhiannon - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],1997,1
When I Need You,['Céline Dion'],1997,1
Still Smokin',['Mystikal'],1997,2
Esta Pegao,['Proyecto Uno'],1997,0
"Hopeless (From the New Line Cinema Film, ""Love Jones"")",['Dionne Farris'],1997,0
Use Of Time,['311'],1997,1
Circle Of Life,"['Tsidii Le Loka', 'Ensemble - The Lion King', 'Lebo M.', 'Faca Kulu']",1997,1
Buckingham Green,['Ween'],1997,2
La cita,['Chicos de Barrio'],1997,2
De Cara a la Pared,['Lhasa De Sela'],1997,1
Kate,['Ben Folds Five'],1997,2
House Of Horrors,['Insane Clown Posse'],1997,0
Sending You A Kiss,['Johnnie Taylor'],1997,0
How Many Times?,['Insane Clown Posse'],1997,0
"Somehow, Somewhere, Someway",['Kenny Wayne Shepherd'],1997,2
Useless - 2007 Remaster,['Depeche Mode'],1997,0
Cómo Te Extraño Corazón,['Maná'],1997,0
Out of Gas,['Modest Mouse'],1997,0
You Send Me,"['Kenny G', 'Michael Bolton']",1997,1
Eat The Meek,['NOFX'],1997,0
El Taqui Taqui - Original Mix,"['Ilegales', 'Pavel De Jesús', 'Sócrates de Jesús']",1997,0
Boricua en la Luna - En Vivo,['Fiel A La Vega'],1997,1
"Big Love - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],1997,2
Son De La Negra,['Mariachi Vargas De Tecalitlan'],1997,2
Wind Up,['Foo Fighters'],1997,2
"My Heart Will Go On - Love Theme from ""Titanic""","['Céline Dion', 'James Horner']",1997,1
Autumn Leaves,['Eva Cassidy'],1997,1
EL Rayo De Sinaloa,['El As De La Sierra'],1997,0
Tú Tienes Lo Que Quiero,['Maná'],1997,0
"24 Hrs. to Live (feat. The Lox, Black Rob & DMX)","['Mase', 'The LOX', 'Black Rob', 'DMX']",1997,0
La Fiesta De Los Perrones,['Grupo Exterminador'],1997,0
Tarde O Temprano,['Ladron'],1997,0
Longer,['Dan Fogelberg'],1997,1
"Black Eyes, Blue Tears",['Shania Twain'],1997,0
Little Ghetto Boys,"['Wu-Tang Clan', 'Cappadonna']",1997,0
Bachelorette - Family Tree Version,['Björk'],1997,2
Ode,['Creed'],1997,2
Una Pura Y Dos Con Sal,['Banda El Recodo'],1997,0
Anybody Seen My Baby? - Remastered,['The Rolling Stones'],1997,0
Amor verdadero,['Afro-Cuban All Stars'],1997,0
Down With The Clown,['Insane Clown Posse'],1997,0
Stomp,['Gods Property'],1997,0
Trip Like I Do,['The Crystal Method'],1997,2
Con un Mismo Corazón (with Vicente Fernández),"['Ana Gabriel', 'Vicente Fernández']",1997,1
Don't Wanna Be a Player,['Joe'],1997,0
Good for You,['Third Eye Blind'],1997,0
Caruso,['Luciano Pavarotti'],1997,1
Life on the Street,['Brownside'],1997,0
No Name No. 5,['Elliott Smith'],1997,1
Sólo Se Vive una Vez,['Azucar Moreno'],1997,0
Un Lobo Por Tu Amor,['Maná'],1997,0
Bankrupt on Selling,['Modest Mouse'],1997,1
Brimful of Asha,['Cornershop'],1997,0
See You,['Foo Fighters'],1997,2
Line 'Em Up,['James Taylor'],1997,1
La Tumba Vacia,['Grupo Exterminador'],1997,0
Born to Lose,['Johnny Thunders & The Heartbreakers'],1997,2
Barrel of a Gun - 2007 Remaster,['Depeche Mode'],1997,2
Looking Through Patient Eyes,['P.M. Dawn'],1997,0
"They Live in You - From ""The Lion King""/Original Broadway Cast Recording","['Samuel E. Wright', 'Ensemble - The Lion King']",1997,1
I'll Be Missing You (feat. Faith Evans & 112),"['Diddy', 'Faith Evans', '112']",1997,1
When The Saints Go Marching In,['Cedarmont Kids'],1997,0
Mo Money Mo Problems (feat. Puff Daddy & Mase) - Radio Mix; 2014 Remaster,"['The Notorious B.I.G.', 'Mase', 'Diddy']",1997,0
Pollution,['Limp Bizkit'],1997,2
The City Is Mine,"['JAY-Z', 'Blackstreet']",1997,0
The Reason,['Céline Dion'],1997,1
Barco Azul - Remastered,"[""Liran' Roll""]",1997,2
It's Gonna Be (Alright),['Ween'],1997,1
Ella Es Así,['Emilio Navaira'],1997,0
Don't Let the Sun Catch You Crying (Main) - Mono,['Gerry & The Pacemakers'],1997,1
Never Give Up On The Good Times,['Spice Girls'],1997,0
Rock Me Baby,"['B.B. King', 'Eric Clapton']",1997,0
Biggest & the Best,['Clawfinger'],1997,2
Sabor A Mi,['El Chicano'],1997,1
Transistor,['311'],1997,0
Royal Oil,['The Mighty Mighty Bosstones'],1997,0
Silence Is Golden,['The Tremeloes'],1997,1
Every Time,['Janet Jackson'],1997,1
The M.G.M.,['Wu-Tang Clan'],1997,0
Precious Declaration,['Collective Soul'],1997,0
"Sister Suffragette - From ""Mary Poppins""/Soundtrack Version",['Glynis Johns'],1997,1
Aicha - Version Mixte,['Khaled'],1997,2
Llegaste A Mi Vida,['Bobby Pulido'],1997,2
"Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: II. Largo ma non tanto","['Johann Sebastian Bach', 'Andrew Manze', 'Academy of Ancient Music']",1997,1
El Burro,['Grupo Exterminador'],1997,0
Pictures Of Me,['Elliott Smith'],1997,1
Something About The Way You Look Tonight,['Elton John'],1997,2
Whiskey Trip,['Gary Stewart'],1997,0
Unravel,['Björk'],1997,1
Mota,['The Offspring'],1997,2
Whatever You Do! Don't!,['Shania Twain'],1997,0
Turn Back Time,['Aqua'],1997,0
Diagonals,['Stereolab'],1997,0
455 Rocket,['Kathy Mattea'],1997,0
I've Been Working on the Railroad,['John Denver'],1997,1
Crush,['Zhané'],1997,0
Woke Up This Morning,['Alabama 3'],1997,2
Low Man's Lyric,['Metallica'],1997,2
Viejo Año,['Maracaibo 15'],1997,0
Feels Good,['Tony! Toni! Toné!'],1997,0
Sumthin' Sumthin' - (Mellosmoothe) [cut],['Maxwell'],1997,1
If You Believe,['Vickie Winans'],1997,2
Crazy For You,['*NSYNC'],1997,0
"The Chain - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],1997,1
When The Spirit Of The Lord,"['Fred Hammond', 'Radical For Christ']",1997,0
Jack N Da Weedstalk,['Danja Mowf'],1997,0
Marco Polo,['Loreena McKennitt'],1997,2
Back In the Saddle Again,['Gene Autry'],1997,1
Can You (Point Your Fingers and Do the Twist?),['The Wiggles'],1997,0
Buckaroo Man,['Dave Stamey'],1997,1
Get Out the Map,['Indigo Girls'],1997,0
Como Un Trueno,"['Ilegales', 'Pavel De Jesús', 'Sócrates de Jesús']",1997,0
Anarchy,['KMFDM'],1997,2
He Lives In You (Reprise),"['Jason Raize', 'Tsidii Le Loka', 'Ensemble - The Lion King']",1997,1
I Wanna Fall in Love,['Lila McCann'],1997,0
Fuck All Y'All,['2Pac'],1997,0
Diferentes,['La Arrolladora Banda El Limón De Rene Camacho'],1997,0
Volvamos A Empezar,['Grupo Bryndis'],1998,0
Luto en el Alma,['Los Terricolas'],1998,1
Invisible Man,['98º'],1998,0
I Guess It's Christmas Time,['*NSYNC'],1998,2
Everybody Here Wants You,['Jeff Buckley'],1998,0
I'll Go On Loving You,['Alan Jackson'],1998,1
God Bless The Dead,['2Pac'],1998,0
If You Could Read My Mind,"['Ultra Naté', 'Amber', 'Jocelyn Enriquez']",1998,2
Sunshower - Great Expectations Soundtrack,['Chris Cornell'],1998,2
Lost Highway - Single Version,['Hank Williams'],1998,1
It's Alright,"['Memphis Bleek', 'JAY-Z']",1998,0
Rich Niggaz,"['Juvenile', 'Paparue', 'Turk', 'Lil Wayne']",1998,2
Let's Go Sunning,['Jack Shaindlin'],1998,1
El Precio,['Joan Sebastian'],1998,2
Me Against The World,"['2Pac', 'Dramacydal']",1998,0
B.B.K.,['Korn'],1998,2
(Everything I Do) I Do It for You,['Brandy'],1998,1
Surfin' Snoopy,['Vince Guaraldi Trio'],1998,0
Vida Loca,['Francisco Céspedes'],1998,1
Sad Eyes - Studio Outtake - 1990,['Bruce Springsteen'],1998,0
Loving Arms,['The Chicks'],1998,1
Feelings,['The Offspring'],1998,2
Sticky Green,"['Devin The Dude', 'Scarface']",1998,0
Que Pena,['Lebrón Brothers'],1998,0
Fire Escape,['Fastball'],1998,0
Westside,['TQ'],1998,1
Forever And Ever,['Demis Roussos'],1998,2
Dance The Night Away,['The Mavericks'],1998,0
Miss White Cocaine,"['Lil Sko', 'C-Rock']",1998,0
You And Me Song,['The Wannadies'],1998,1
Sweet Avenue,['Jets To Brazil'],1998,1
Let My Baby Ride,['R.L. Burnside'],1998,0
There You Have It,['BlackHawk'],1998,0
Rollin' Stoned,['Great White'],1998,2
Just Clownin',['WC'],1998,0
De Qué Sirvió,['El Poder Del Norte'],1998,2
A View to a Kill,['Duran Duran'],1998,0
Vine A Decirte Adios,['Frank Reyes'],1998,0
Wizard of Oz,['South Park Mexican'],1998,0
Luna Llena,['Elvis Crespo'],1998,0
Swingin',['John Anderson'],1998,0
Spokey Dokey,['SEATBELTS'],1998,1
Súbete a Mi Moto,['Menudo'],1998,0
Push It,['Garbage'],1998,0
Right On the Money,['Alan Jackson'],1998,0
Wish You Were Here,['Mark Wills'],1998,1
She's Famous Now,['Reel Big Fish'],1998,2
Stress,['Godsmack'],1998,1
La Hormiguita,['Juan Luis Guerra 4.40'],1998,0
Faith,['George Michael'],1998,0
The Reflex,['Duran Duran'],1998,0
I'm On Fire - Live,['Heather Nova'],1998,2
GET ME POWER,['MEGA NRG MAN'],1998,2
Jump Right In,['The Urge'],1998,0
Loco Loquito,['Grupo Soñador Beto Tlahuelt'],1998,2
People,['Silver Jews'],1998,0
Break Ups 2 Make Ups,"['Method Man', ""D'Angelo""]",1998,0
Sleigh Ride,['Bing Crosby'],1998,0
Clean It Up,['The Laurie Berkner Band'],1998,0
Gotta Go,['Agnostic Front'],1998,2
You Can't Always Get What You Want,['Rusted Root'],1998,0
Be Careful,"['Sparkle', 'R. Kelly']",1998,1
The Sun Ain't Gonna Shine Anymore,['The Walker Brothers'],1998,2
Emerald Sword,['Rhapsody'],1998,2
True To Your Heart,"['98º', 'Stevie Wonder']",1998,0
Un Regalo De Amor,['Liberación'],1998,1
You Don't Know Me (feat. Duane Harden),"['Armand Van Helden', 'Duane Harden']",1998,0
It's All Good,['DMX'],1998,0
Mi cariñito,['Pedro Infante'],1998,2
Cheque En Blanco,['Paquita La Del Barrio'],1998,0
LOVE IS IN DANGER,['Priscilla'],1998,2
Tooty Ta,['Dr. Jean Feldman'],1998,0
The Prince Of Egypt (When You Believe) - The Prince Of Egypt/Soundtrack Version,"['Mariah Carey', 'Whitney Houston']",1998,1
Un Amor,['Gipsy Kings'],1998,0
Return Of The Phantom Stranger,['Rob Zombie'],1998,2
Espejismo,['Juanello'],1998,0
Serenata Huasteca,['José Alfredo Jimenez'],1998,0
The Whole of the Moon,['The Waterboys'],1998,0
What I'm Here 4,['Gang Starr'],1998,0
Mr. P-Mosh,['Plastilina Mosh'],1998,0
Nobody's Supposed to Be Here - Dance Mix,"['Deborah Cox', 'Hex Hector']",1998,0
Laidu,['Rokia Traoré'],1998,1
Dil Se Re,"['A.R. Rahman', 'Anuradha', 'Anupama']",1998,0
My Father's Eyes,['Eric Clapton'],1998,0
Sweet Adeline,['Elliott Smith'],1998,1
Busy Man,['Billy Ray Cyrus'],1998,2
Swing My Way - Remix,['K.P. & Envyi'],1998,0
So What,['Metallica'],1998,2
My Heart Would Know,"['Hank Williams', 'Drifting Cowboys']",1998,1
Temptations,['2Pac'],1998,0
If You Tolerate This Your Children Will Be Next,['Manic Street Preachers'],1998,2
Vete Con Ella,['Marisela'],1998,1
Dónde Están los Ladrones,['Shakira'],1998,0
Tropicalia,['Beck'],1998,0
Qué Sacrificio,['Chelo'],1998,2
Save a Prayer - Single Version,['Duran Duran'],1998,0
Remolino,['Francisco Céspedes'],1998,1
I'm Beginning To See The Light,['The Ink Spots'],1998,1
Uno Se Cura,['Raulin Rosendo'],1998,0
Super Disco Breakin' - Remastered,['Beastie Boys'],1998,0
Christmastime,['Michael W. Smith'],1998,1
My Favourite Game,['The Cardigans'],1998,2
Seven Bridges Road,['Ricochet'],1998,1
When I Grow Up,['Garbage'],1998,2
The Dream Shatterer - Capital Punishment Mix,['Big Pun'],1998,0
BE MY BABE,['Jilly'],1998,2
A Week Ago,"['JAY-Z', 'Too $hort']",1998,0
The Streets Are Callin' Me,['Woodie'],1998,2
Johnny Jump Up/Morrison's Jig,['Gaelic Storm'],1998,2
Cuando Vuelvas Tú,['Grupo Bryndis'],1998,0
Moon Age,['Duster'],1998,1
Oh Messy Life,"[""Cap'n Jazz""]",1998,2
Morning Theft,['Jeff Buckley'],1998,1
My Song,['Jerry Cantrell'],1998,2
It's Christmas,['*NSYNC'],1998,1
Sleazy Bed Track,['The Bluetones'],1998,1
Ladki Badi Anjani Hai,"['Kumar Sanu', 'Alka Yagnik']",1998,0
Don't Save It All for Christmas Day,['Céline Dion'],1998,1
The Elephant Riders,['Clutch'],1998,0
Bella,['Mijares'],1998,1
Let 'Er Rip,['The Chicks'],1998,0
Oh Lori,['Alessi Brothers'],1998,1
Miss Misery,['Elliott Smith'],1998,1
Reclaim My Place,['Korn'],1998,2
Somebody to Love,"['George Michael', 'Queen']",1998,2
Acquiesce,['Oasis'],1998,2
What Happened / Eye Of Fatima - Acoustic Version,['Sublime'],1998,1
Mírame a los Ojos,['Onda Vaselina'],1998,0
Idos De La Mente,['Cornelio Reyna'],1998,1
Breakdown (feat. Bone Thugs-n-Harmony) - The Mo' Thugs Remix,"['Mariah Carey', 'Bone Thugs-N-Harmony']",1998,0
In Love on Christmas,['*NSYNC'],1998,0
The Only Gift,['*NSYNC'],1998,1
Heavy Metal Winner,['Consumed'],1998,2
Este Terco Corazón,['Pepe Aguilar'],1998,1
Fuck Dying,"['Ice Cube', 'Korn']",1998,0
"No, No, No, Pt. 1","[""Destiny's Child""]",1998,1
No Puedo Olvidarlo,['Marisela'],1998,2
Akickdoe!,"['C-Murder', 'Bun B', 'Master P', 'Pimp C']",1998,0
around the world - Dave Rodgers Remix,['m.o.v.e'],1998,2
Hold Me Now,"['Kirk Franklin', 'The Family']",1998,1
Estás Fallando,"['Joan Sebastian', 'Pepe Aguilar']",1998,2
Cat Blues,['SEATBELTS'],1998,0
Too Funky - Single Edit,['George Michael'],1998,0
Rebel Girl,['Bikini Kill'],1998,2
Voy a danzar,['Banda Pequeños Musical'],1998,2
Touched,['Vast'],1998,2
Gone Ride With Me,['Juvenile'],1998,0
SPARK IN THE DARK,['MAN POWER'],1998,2
Mírame,['Edith Márquez'],1998,2
Save a Prayer - Single Version,['Duran Duran'],1998,0
Solidarity Forever,['Pete Seeger'],1998,1
Breadfan,['Metallica'],1998,2
Check,['zebrahead'],1998,2
Falls Apart,['Sugar Ray'],1998,0
Dejalo al Tiempo,['Intenso'],1998,0
The Masterplan,['Oasis'],1998,2
Luxury: Cococure - Remastered 2018,['Maxwell'],1998,0
Crime Story,['DMX'],1998,0
Never Leave Me Alone,"['Nate Dogg', 'Snoop Dogg', 'Val Young']",1998,0
Now That I Found You,['Terri Clark'],1998,1
Walk of Life,['Dire Straits'],1998,2
Spit on a Stranger,['Pavement'],1999,2
Cinco Noches,['Paquito Guzman'],1999,0
House Of The Rising Sun,"['Doc Watson', 'Richard Watson']",1999,1
Se Les Pelo Baltazar,['La Arrolladora Banda El Limón De Rene Camacho'],1999,0
Corrido de Domingo Corrales,['Banda El Recodo'],1999,0
Sin Ti No Sé Vivir,['Los Ángeles Azules'],1999,0
Liberate,['Slipknot'],1999,2
Puttin' on the Ritz,['Fred Astaire'],1999,0
The Chain of Love,"['Clay Walker', 'Ed Seay']",1999,1
Es Tan Bello,['Intocable'],1999,2
Dreaming Casually,['Thee Midniters'],1999,0
Beautiful,['Creed'],1999,2
Eres Todopoderoso,['Danilo Montero'],1999,0
El Federal De Caminos,['El Coyote Y Su Banda Tierra Santa'],1999,0
Besos Y Copas,['Chayito Valdez'],1999,2
Lacquer Head,['Primus'],1999,0
You've Got A Way,['Shania Twain'],1999,1
When God Ran,"['Phillips, Craig & Dean']",1999,1
Shoo-Fly,['Elizabeth Mitchell'],1999,1
Ya No Quiero Tu Cariño,['Los Caminantes'],1999,0
More than Words,['Westlife'],1999,1
I Don't Want To Miss A Thing,['Mark Chesnutt'],1999,1
Chemical Bomb,['The Aquabats!'],1999,2
Drink The Night Away,['Gaelic Storm'],1999,0
Run,['Collective Soul'],1999,0
Cocaine Blues,['Hank Williams III'],1999,0
One Good Spliff,['Ziggy Marley & The Melody Makers'],1999,0
Parallel Universe,['Red Hot Chili Peppers'],1999,2
El Señor es mi pastor,['Danilo Montero'],1999,1
"#41 - Live at Luther College, Decorah, IA - February 1996","['Dave Matthews', 'Tim Reynolds']",1999,1
Brindo por Tu Cumpleaños,['Los Caminantes'],1999,2
I'm Broke,['Limp Bizkit'],1999,2
What Means The World To You,['Cam’ron'],1999,0
Home,['Staind'],1999,2
All That I Can Say,['Mary J. Blige'],1999,0
I'm Outta Love - Radio Edit,['Anastacia'],1999,0
Needle In A Haystack,['The Velvelettes'],1999,0
Hell Yeah,['Montgomery Gentry'],1999,2
A Thousand Years,['Sting'],1999,1
Together Again,['Dave Koz'],1999,0
(Love Is Like A) Heat Wave - Single Version,['Martha Reeves & The Vandellas'],1999,2
Prisoner of Society,['The Living End'],1999,2
If You Love Me,['Mint Condition'],1999,1
Misa De Cuerpo Presente,['Banda Movil'],1999,0
Faceless Man,['Creed'],1999,2
The Key To Gramercy Park - Album Version (Edited),['Deadsy'],1999,0
Se Va Muriendo Mi Alma,['Marco Antonio Solís'],1999,1
Against The Wind,['Brooks & Dunn'],1999,0
Maria,['Rage Against The Machine'],1999,2
No Dices Mas,['Mœnia'],1999,0
Can't Change Me,['Chris Cornell'],1999,2
Hoody Hooo,['TRU'],1999,2
I'll Never Fall in Love Again,"['Burt Bacharach', 'Elvis Costello']",1999,1
What Do You Want Me to Say?,['Dismemberment Plan'],1999,1
When It Comes,['Incubus'],1999,2
The Next Episode - Album Version (Edited),"['Dr. Dre', 'Snoop Dogg']",1999,0
Forgot About Dre - Album Version (Edited),"['Dr. Dre', 'Eminem']",1999,0
"Baby, It's Cold Outside","['Margaret Whiting', 'Johnny Mercer']",1999,1
I Wish,['Stevie Wonder'],1999,0
Crack Rock Steady,['Choking Victim'],1999,0
Al Mismo Nivel,['Banda Arkangel R-15'],1999,2
In The Bleak Midwinter,"['Worcester Cathedral Choir', 'Christina Rossetti', 'Gustav Holst']",1999,1
What Ya Want,"['Ruff Ryders', 'Eve', 'Nokio']",1999,0
Get Naked,"['Methods of Mayhem', 'Fred Durst', 'George Clinton', ""Lil' Kim"", 'Mix Master Mike']",1999,0
Who Dat,['JT Money'],1999,0
Gotta Man,['Eve'],1999,0
Estás Enamorada,['Limi-T 21'],1999,0
Dime Si Me Quieres,['Los Caminantes'],1999,2
Doesn't Really Matter,['Platinum Blonde'],1999,0
Little Boxes,['Pete Seeger'],1999,0
Anillo Grabado,['Los Tiranos Del Norte'],1999,2
Everybody Hurts - MTV Unplugged Live Version,['The Corrs'],1999,2
(Can't You) Trip Like I Do,"['Filter', 'The Crystal Method']",1999,2
Joanna,['Kool & The Gang'],1999,0
Para Morir Iguales,['Los Caminantes'],1999,2
South Side,['Moby'],1999,0
忽然之間,['Karen Mok'],1999,1
Vuelvo A Sentir,['Grupo Cañaveral De Humberto Pabón'],1999,0
It's Mine (feat. Nas),"['Mobb Deep', 'Nas']",1999,0
El Gato Volador,['El Chombo'],1999,0
Palomita Mensajera,['Los Caminantes'],1999,0
Clay Pigeons,['Blaze Foley'],1999,1
I Saved the World Today - Remastered,"['Eurythmics', 'Annie Lennox', 'Dave Stewart']",1999,1
This Gift,['98º'],1999,1
Corazoncito Pum Pum,['Los Yaguarú'],1999,0
Las mujeres quieren bailar,['Banda Pelillos'],1999,0
9 Teen 90 Nine,['Limp Bizkit'],1999,2
Can I Get Witcha (feat. Lil' Cease) - 2005 Remaster,"['The Notorious B.I.G.', ""Lil' Cease""]",1999,0
As,['Stevie Wonder'],1999,0
What About Now,['Lonestar'],1999,0
O Holy Night - 1968 Version,['Perry Como'],1999,1
Me & You - Remastered,['Brenton Wood'],1999,1
Keep On Movin',"['Five', 'Steve Mac']",1999,0
For Me This Is Heaven,['Jimmy Eat World'],1999,2
Hay Otra en Tu Lugar,['Pablo Montero'],1999,1
Quien Te Cantara,"[""Liran' Roll""]",1999,2
Zip-Lock,['Lit'],1999,2
I'm In Love,['Mary J. Blige'],1999,1
"Live, Laugh, Love","['Clay Walker', 'Ed Seay']",1999,0
El Albur De Tu Vida,['Grupo Exterminador'],1999,2
Te Solté La Rienda - Unplugged,['Maná'],1999,0
Purple Stain,['Red Hot Chili Peppers'],1999,0
Do It Again (Put Ya Hands Up),"['JAY-Z', 'Amil', 'Beanie Sigel']",1999,0
Mope,['Bloodhound Gang'],1999,0
Kookaburra,['Kiboomu Kids Songs'],1999,0
Stay Home,['American Football'],1999,2
Come On Over (All I Want Is You),['Christina Aguilera'],1999,0
